Benef Tiempo Nodes
58932.0 527.0 60
47360.0 497.0 62
55880.0 433.0 64
44808.0 450.0 59
60952.0 645.0 81
54112.0 426.0 68
54192.0 485.0 67
49488.0 657.0 70
52696.0 434.0 64
58412.0 624.0 79
52224.0 662.0 68
54328.0 708.0 73
59736.0 627.0 68
57508.0 699.0 69
58200.0 987.0 69
53384.0 445.0 67
55660.0 644.0 72
54200.0 603.0 67
44496.0 465.0 59
51088.0 546.0 71
