Benef Tiempo Nodes
56248.0 200.0 46
44524.0 122.0 42
54444.0 189.0 49
42344.0 72.0 35
58224.0 231.0 56
52180.0 121.0 44
51880.0 141.0 43
46668.0 94.0 39
50040.0 153.0 47
56332.0 187.0 53
49708.0 122.0 41
51696.0 141.0 45
57524.0 172.0 44
55268.0 140.0 41
56784.0 188.0 54
51932.0 168.0 52
53536.0 169.0 52
51780.0 156.0 48
42840.0 78.0 38
49028.0 141.0 44
