Benef Tiempo Nodes
93644.0 1952.0 138
94504.0 1359.0 120
93920.0 1159.0 124
93800.0 1206.0 114
94448.0 1393.0 125
94564.0 1135.0 128
94672.0 1216.0 122
93968.0 1268.0 124
93100.0 1068.0 120
94772.0 1345.0 120
94756.0 1290.0 125
91856.0 1100.0 116
93792.0 1356.0 124
92548.0 1301.0 131
94656.0 1324.0 120
94184.0 1249.0 150
94040.0 1391.0 121
93660.0 1593.0 126
92100.0 1565.0 130
93976.0 1253.0 122
