Benef Tiempo Nodes
93548.0 902.0 130
94596.0 728.0 120
93908.0 585.0 123
93800.0 546.0 114
94524.0 649.0 124
94528.0 569.0 126
94644.0 578.0 121
93964.0 583.0 119
93200.0 544.0 118
94728.0 587.0 117
94764.0 612.0 124
91944.0 568.0 118
93744.0 575.0 117
90488.0 522.0 112
94512.0 594.0 116
93912.0 606.0 134
94008.0 590.0 114
93732.0 629.0 125
92248.0 620.0 126
94064.0 589.0 122
