Benef Tiempo Nodes
93252.0 1365.0 113
93876.0 1406.0 127
93304.0 979.0 103
93608.0 1375.0 124
94128.0 1443.0 119
93784.0 1001.0 114
94040.0 1191.0 111
93924.0 1372.0 126
92660.0 1071.0 121
94492.0 1334.0 113
93848.0 1240.0 114
93568.0 1178.0 118
93336.0 1166.0 103
93932.0 1071.0 104
94236.0 1384.0 117
93940.0 915.0 109
93932.0 1506.0 116
93804.0 1446.0 127
92176.0 1167.0 116
93928.0 1360.0 127
