Benef Tiempo Nodes
92244.0 681.0 98
93468.0 801.0 125
93112.0 587.0 97
91768.0 578.0 98
93036.0 708.0 101
93532.0 650.0 111
93424.0 643.0 99
93304.0 759.0 113
91584.0 732.0 108
93984.0 705.0 102
93228.0 619.0 100
92976.0 703.0 113
92572.0 609.0 93
91592.0 575.0 96
93696.0 702.0 104
93608.0 600.0 105
92460.0 622.0 95
91032.0 696.0 110
91760.0 597.0 109
93356.0 784.0 122
