Benef Tiempo Nodes
94628.0 2228.0 121
95136.0 1591.0 127
95712.0 1239.0 120
89960.0 1084.0 116
95288.0 1321.0 124
94700.0 1045.0 127
95980.0 1346.0 120
94860.0 1120.0 122
92072.0 1109.0 128
95372.0 1219.0 121
95396.0 1094.0 126
95276.0 1307.0 119
95308.0 1308.0 125
94816.0 1236.0 116
95056.0 1249.0 117
94528.0 1156.0 116
94420.0 1466.0 125
96264.0 1389.0 124
94052.0 1379.0 120
94712.0 1530.0 136
